file,module,name,line,type,attrs,dims,is_parameter,has_init,doc
src/contaminant/CONT_CC.F90,CONT_CC,CCAPI,38,DOUBLEPRECISION,,(NCONEE),False,False,Current rainfall concentration by contaminant.
src/contaminant/CONT_CC.F90,CONT_CC,CCAPIO,39,DOUBLEPRECISION,,(NCONEE),False,False,Previous rainfall concentration by contaminant.
src/contaminant/CONT_CC.F90,CONT_CC,CCAPR,40,DOUBLEPRECISION,,"(NELEE, NCONEE)",False,False,Base flux-boundary concentration by element and contaminant.
src/contaminant/CONT_CC.F90,CONT_CC,CCAPRO,41,DOUBLEPRECISION,,"(NELEE, NCONEE)",False,False,Legacy companion to `CCAPR`; not referenced by current source.
src/contaminant/CONT_CC.F90,CONT_CC,IIICF,42,DOUBLEPRECISION,,(NCONEE),False,False,Current dry-deposition rate by contaminant.
src/contaminant/CONT_CC.F90,CONT_CC,IIICFO,43,DOUBLEPRECISION,,(NCONEE),False,False,Previous dry-deposition rate by contaminant.
src/contaminant/CONT_CC.F90,CONT_CC,CCCCW,45,DOUBLEPRECISION,,"(NELEE, NCONEE)",False,False,Well-water concentration by well/element and contaminant.
src/contaminant/CONT_CC.F90,CONT_CC,CCCC,47,DOUBLEPRECISION,"DIMENSION(:, :, :), ALLOCATABLE","(:, :, :)",False,False,Current dynamic-region concentration.
src/contaminant/CONT_CC.F90,CONT_CC,CCCCO,48,DOUBLEPRECISION,"DIMENSION(:, :, :), ALLOCATABLE","(:, :, :)",False,False,Previous dynamic-region concentration.
src/contaminant/CONT_CC.F90,CONT_CC,SSSS,49,DOUBLEPRECISION,"DIMENSION(:, :, :), ALLOCATABLE","(:, :, :)",False,False,Current dead-space-region concentration.
src/contaminant/CONT_CC.F90,CONT_CC,SSSSO,50,DOUBLEPRECISION,"DIMENSION(:, :, :), ALLOCATABLE","(:, :, :)",False,False,Previous dead-space-region concentration.
src/contaminant/CONT_CC.F90,CONT_CC,SSS1,52,DOUBLEPRECISION,"DIMENSION(:, :, :), ALLOCATABLE","(:, :, :)",False,False,Dynamic-region nitrate/plant source-sink term.
src/contaminant/CONT_CC.F90,CONT_CC,SSS2,53,DOUBLEPRECISION,"DIMENSION(:, :, :), ALLOCATABLE","(:, :, :)",False,False,Dead-space-region nitrate/plant source-sink term.
src/contaminant/CONT_CC.F90,CONT_CC,GCPLA,55,DOUBLEPRECISION,,(NCONEE),False,False,Scaled chemical-decay coefficient by contaminant.
src/contaminant/CONT_CC.F90,CONT_CC,GGLMSO,56,DOUBLEPRECISION,,(NCONEE),False,False,Input chemical-decay constant by contaminant.
src/contaminant/CONT_CC.F90,CONT_CC,CCAPIN,58,DOUBLEPRECISION,,(NCONEE),False,False,Uniform or link-element initial concentration by contaminant.
src/contaminant/CONT_CC.F90,CONT_CC,ALPHA,60,DOUBLEPRECISION,,"(NSEE, NCONEE)",False,False,Exchange coefficient between soil regions by soil and contaminant.
src/contaminant/CONT_CC.F90,CONT_CC,FADS,61,DOUBLEPRECISION,,"(NSEE, NCONEE)",False,False,Dynamic-region fraction of adsorption sites by soil and contaminant.
src/contaminant/CONT_CC.F90,CONT_CC,GNN,62,DOUBLEPRECISION,,(NCONEE),False,False,Freundlich isotherm exponent by contaminant.
src/contaminant/CONT_CC.F90,CONT_CC,KDDLS,63,DOUBLEPRECISION,,"(NSEDEE, NCONEE)",False,False,Reference distribution coefficient by sediment size and contaminant.
src/contaminant/CONT_CC.F90,CONT_CC,KDDSOL,64,DOUBLEPRECISION,,"(NSEE, NCONEE)",False,False,Derived soil distribution coefficient by soil and contaminant.
src/contaminant/CONT_CC.F90,CONT_CC,NCON,66,INTEGER,,,False,False,Number of active contaminants.
src/contaminant/CONT_CC.F90,CONT_CC,FCPBKO,68,DOUBLEPRECISION,"DIMENSION(:, :, :, :), ALLOCATABLE","(:, :, :, :)",False,False,Dynamic-region bank retardation storage.
src/contaminant/CONT_CC.F90,CONT_CC,GCPBKO,69,DOUBLEPRECISION,"DIMENSION(:, :, :, :), ALLOCATABLE","(:, :, :, :)",False,False,Dead-space-region bank retardation storage.
src/contaminant/CONT_CC.F90,CONT_CC,FSF,70,DOUBLEPRECISION,,"(NLFEE, NCONEE)",False,False,Stream-water retardation coefficient by link and contaminant.
src/contaminant/CONT_CC.F90,CONT_CC,FSFC,71,DOUBLEPRECISION,,"(NLFEE, NCONEE)",False,False,Concentration derivative of `FSF`.
src/contaminant/CONT_CC.F90,CONT_CC,FSFT,72,DOUBLEPRECISION,,"(NLFEE, NCONEE)",False,False,Time derivative of `FSF`.
src/contaminant/CONT_CC.F90,CONT_CC,RSW,73,DOUBLEPRECISION,,"(NELEE, NCONEE)",False,False,Surface-water retardation coefficient by element and contaminant.
src/contaminant/CONT_CC.F90,CONT_CC,RSWC,74,DOUBLEPRECISION,,"(NELEE, NCONEE)",False,False,Concentration derivative of `RSW`.
src/contaminant/CONT_CC.F90,CONT_CC,RSWT,75,DOUBLEPRECISION,,"(NELEE, NCONEE)",False,False,Time derivative of `RSW`.
src/contaminant/CONT_CC.F90,CONT_CC,ALPHBD,77,DOUBLEPRECISION,,(NCONEE),False,False,Exchange coefficient between channel-bed layers by contaminant.
src/contaminant/CONT_CC.F90,CONT_CC,ALPHBS,78,DOUBLEPRECISION,,(NCONEE),False,False,Stream-water/channel-bed exchange coefficient by contaminant.
src/contaminant/bk_cw.f90,BK_CW,FNCEBD,35,DOUBLEPRECISION,,"(NLFEE, 2)",False,False,Fraction of cell `NCEBD+1` below the deep-bed boundary.
src/contaminant/bk_cw.f90,BK_CW,NBANK,36,INTEGER,,"(NLFEE, 2)",False,False,Adjacent bank-element number for each link and bank side.
src/contaminant/bk_cw.f90,BK_CW,NCEAB,37,INTEGER,,"(NLFEE, 2)",False,False,Lowest bank cell exchanging with the stream; currently set to `NHBED`.
src/contaminant/bk_cw.f90,BK_CW,NCEBD,38,INTEGER,,"(NLFEE, 2)",False,False,Highest bank cell lying fully below the deep-bed boundary.
src/contaminant/bk_cw.f90,BK_CW,QQRVO,39,DOUBLEPRECISION,,"(NLFEE, LLEE, 2)",False,False,"Unused legacy bank-flow storage, shaped by link, cell, and side."
src/contaminant/column/colm_c1.f90,COLM_C1,D0,39,DOUBLEPRECISION,,,False,False,"Reference dispersion coefficient, currently `1.0D-3` m2/s."
src/contaminant/column/colm_c1.f90,COLM_C1,Z2,40,DOUBLEPRECISION,,,False,False,"Reference soil-column length, currently 50 m."
src/contaminant/column/colm_c1.f90,COLM_C1,Z2SQ,41,DOUBLEPRECISION,,,False,False,"Squared reference length, `Z2*Z2` (m2)."
src/contaminant/column/colm_c1.f90,COLM_C1,Z2OD,42,DOUBLEPRECISION,,,False,False,"Reference length divided by dispersion scale, `Z2/D0` (s/m)."
src/contaminant/column/colm_c1.f90,COLM_C1,Z2SQOD,43,DOUBLEPRECISION,,,False,False,"Reference dispersive timescale, `Z2SQ/D0` (s)."
src/contaminant/column/colm_c1.f90,COLM_C1,CST1,45,DOUBLEPRECISION,,,False,False,"Lateral-flow scaling, `CST2/ZONE1`, for the current column."
src/contaminant/column/colm_c1.f90,COLM_C1,CST2,46,DOUBLEPRECISION,,,False,False,"Surface-flow scaling, `Z2/(AREA(NCL)*D0)`, for the current column."
src/contaminant/column/colm_c1.f90,COLM_C1,CST3,47,DOUBLEPRECISION,,,False,False,"Base-flow scaling, `CST2/KSP(NCEBOT)`, for the current column."
src/contaminant/column/colm_c1.f90,COLM_C1,SGMA,48,DOUBLEPRECISION,,,False,False,Implicit finite-difference weight; currently one.
src/contaminant/column/colm_c1.f90,COLM_C1,SGSQ,49,DOUBLEPRECISION,,,False,False,"Squared implicit weight, `SGMA*SGMA`."
src/contaminant/column/colm_c1.f90,COLM_C1,SGTSE,50,DOUBLEPRECISION,,,False,False,"Sigma-weighted scaled timestep, `SGMA*TSE`."
src/contaminant/column/colm_c1.f90,COLM_C1,SGSTSE,51,DOUBLEPRECISION,,,False,False,"Squared-sigma weighted scaled timestep, `SGSQ*TSE`."
src/contaminant/column/colm_c1.f90,COLM_C1,OMSGMA,52,DOUBLEPRECISION,,,False,False,"Explicit finite-difference weight, `1-SGMA`; currently zero."
src/contaminant/column/colm_c1.f90,COLM_C1,OPSGL,53,DOUBLEPRECISION,,,False,False,Current-contaminant factor `1+SGTSE*GCAPLA`.
src/contaminant/column/colm_c1.f90,COLM_C1,OPSGSL,54,DOUBLEPRECISION,,,False,False,Current-contaminant factor `1+SGSTSE*GCAPLA`.
src/contaminant/column/colm_c1.f90,COLM_C1,TSE,55,DOUBLEPRECISION,,,False,False,"Dimensionless contaminant timestep, `D0*DTUZ/Z2SQ`."
src/contaminant/column/colm_c1.f90,COLM_C1,FNCPSF,57,DOUBLEPRECISION,,,False,False,Unused legacy phreatic-surface cell fraction; never initialized in current source.
src/contaminant/column/colm_c1.f90,COLM_C1,NCEBOT,59,INTEGER,,,False,False,"Bottom active cell of the current column, `NCOLMB(NCL)`."
src/contaminant/column/colm_c1.f90,COLM_C1,NCETOP,60,INTEGER,,,False,False,"Ground-surface cell index, set to `top_cell_no` by `INCM`."
src/contaminant/column/colm_c1.f90,COLM_C1,NCEPSF,61,INTEGER,,,False,False,Upper lateral-transport cell index; currently set to `NCETOP`.
src/contaminant/column/colm_c2.f90,COLM_C2,ICAP,49,DOUBLEPRECISION,,,False,False,"Prior scaled dry-deposition source, `-Z2OD*IIICFO(NCONT)`."
src/contaminant/column/colm_c2.f90,COLM_C2,ICAPT,50,DOUBLEPRECISION,,,False,False,Time-derivative part of `ICAP`; currently set to zero.
src/contaminant/column/colm_c2.f90,COLM_C2,ICAPC,51,DOUBLEPRECISION,,,False,False,Concentration derivative of `ICAP`; currently set to zero.
src/contaminant/column/colm_c2.f90,COLM_C2,QCAP,52,DOUBLEPRECISION,,,False,False,Prior scaled rainfall and irrigation/well contaminant source.
src/contaminant/column/colm_c2.f90,COLM_C2,QCAPT,53,DOUBLEPRECISION,,,False,False,Timestep change in the scaled rainfall and irrigation/well source.
src/contaminant/column/colm_c2.f90,COLM_C2,QCAPC,54,DOUBLEPRECISION,,,False,False,Concentration derivative of `QCAP`; currently set to zero.
src/contaminant/column/colm_c2.f90,COLM_C2,DDA,56,DOUBLEPRECISION,,,False,False,"Current column's y-direction plan dimension, `DYQQ(NCL)` (m)."
src/contaminant/column/colm_c2.f90,COLM_C2,DDB,57,DOUBLEPRECISION,,,False,False,"Current column's x-direction plan dimension, `DXQQ(NCL)` (m)."
src/contaminant/column/colm_c2.f90,COLM_C2,DDDLS,58,DOUBLEPRECISION,,,False,False,Previous loose-sediment depth for the current column (m).
src/contaminant/column/colm_c2.f90,COLM_C2,DDDLS1,59,DOUBLEPRECISION,,,False,False,Current loose-sediment depth for the current column (m).
src/contaminant/column/colm_c2.f90,COLM_C2,DDDSW,60,DOUBLEPRECISION,,,False,False,Previous surface-water depth for the current column (m).
src/contaminant/column/colm_c2.f90,COLM_C2,DDDSW1,61,DOUBLEPRECISION,,,False,False,Current surface-water depth for the current column (m).
src/contaminant/column/colm_c2.f90,COLM_C2,GGGNU,62,DOUBLEPRECISION,,,False,False,Previous ground-surface erosion depth rate (m/s).
src/contaminant/column/colm_c2.f90,COLM_C2,GGGNU1,63,DOUBLEPRECISION,,,False,False,Current ground-surface erosion depth rate (m/s).
src/contaminant/column/colm_c2.f90,COLM_C2,KSP,64,DOUBLEPRECISION,,(LLEE),False,False,"Nondimensional cell thickness, `DELTAZ/Z2`."
src/contaminant/column/colm_c2.f90,COLM_C2,KSPP,65,DOUBLEPRECISION,,(LLEE),False,False,Nondimensional spacing between adjacent cell nodes.
src/contaminant/column/colm_c2.f90,COLM_C2,ZONE,66,DOUBLEPRECISION,,,False,False,Previous nondimensional active-column depth.
src/contaminant/column/colm_c2.f90,COLM_C2,ZONE1,67,DOUBLEPRECISION,,,False,False,"Current nondimensional depth, `(ZGRUND-ZCOLMB)/Z2`."
src/contaminant/column/colm_c2.f90,COLM_C2,TTTLSE,69,DOUBLEPRECISION,,,False,False,Assumed loose-sediment moisture content; fixed at `1.0D-4`.
src/contaminant/column/colm_c2.f90,COLM_C2,QQQSW,71,DOUBLEPRECISION,,(4),False,False,Previous surface-water volume flow into each column face (m3/s).
src/contaminant/column/colm_c2.f90,COLM_C2,QQQSW1,72,DOUBLEPRECISION,,(4),False,False,Current surface-water volume flow into each column face (m3/s).
src/contaminant/column/colm_c2.f90,COLM_C2,GGAMM,74,DOUBLEPRECISION,,(LLEE),False,False,Previous dynamic/dead-space water-coupling rate by cell (1/s).
src/contaminant/column/colm_c2.f90,COLM_C2,GGAMM1,75,DOUBLEPRECISION,,(LLEE),False,False,Current dynamic/dead-space water-coupling rate by cell (1/s).
src/contaminant/column/colm_c2.f90,COLM_C2,PPHI,76,DOUBLEPRECISION,,(LLEE),False,False,Previous mobile-water fraction by cell; currently `0.5`.
src/contaminant/column/colm_c2.f90,COLM_C2,PPHI1,77,DOUBLEPRECISION,,(LLEE),False,False,Current mobile-water fraction by cell; currently `0.5`.
src/contaminant/column/colm_c2.f90,COLM_C2,QQ,78,DOUBLEPRECISION,,"(LLEE,4)",False,False,Previous solver-scaled subsurface flow by cell and face (m3/s).
src/contaminant/column/colm_c2.f90,COLM_C2,QQ1,79,DOUBLEPRECISION,,"(LLEE,4)",False,False,Current solver-scaled subsurface flow by cell and face (m3/s).
src/contaminant/column/colm_c2.f90,COLM_C2,TTHET,80,DOUBLEPRECISION,,(LLEE),False,False,Previous volumetric water content by cell.
src/contaminant/column/colm_c2.f90,COLM_C2,TTHET1,81,DOUBLEPRECISION,,(LLEE),False,False,Current volumetric water content by cell.
src/contaminant/column/colm_c2.f90,COLM_C2,UUAJP,82,DOUBLEPRECISION,,(LLEE),False,False,Previous upward vertical water flux by cell interface (m/s).
src/contaminant/column/colm_c2.f90,COLM_C2,UUAJP1,83,DOUBLEPRECISION,,(LLEE),False,False,Current upward vertical water flux by cell interface (m/s).
src/contaminant/column/colm_c2.f90,COLM_C2,QQRF,85,DOUBLEPRECISION,,,False,False,Previous upward water-volume flow through the column base (m3/s).
src/contaminant/column/colm_c2.f90,COLM_C2,QQRF1,86,DOUBLEPRECISION,,,False,False,Current upward water-volume flow through the column base (m3/s).
src/contaminant/column/colm_c2.f90,COLM_C2,QI,87,DOUBLEPRECISION,,,False,False,Previous net-precipitation volume flow; downward input is negative (m3/s).
src/contaminant/column/colm_c2.f90,COLM_C2,QI1,88,DOUBLEPRECISION,,,False,False,Current net-precipitation volume flow; downward input is negative (m3/s).
src/contaminant/column/colm_cc.f90,COLM_CC,GCAPLA,62,DOUBLEPRECISION,,,False,False,"Active contaminant's scaled chemical-decay coefficient, `GCPLA(NCONT)`."
src/contaminant/column/colm_cc.f90,COLM_CC,CSWA,64,DOUBLEPRECISION,,(4),False,False,Explicit adjacent/boundary surface-water concentration by face.
src/contaminant/column/colm_cc.f90,COLM_CC,CSWAT,65,DOUBLEPRECISION,,(4),False,False,Scaled time derivative of the adjacent concentration in `CSWA`.
src/contaminant/column/colm_cc.f90,COLM_CC,RRRSWA,66,DOUBLEPRECISION,,(4),False,False,Adjacent/boundary surface-water retardation factor by face.
src/contaminant/column/colm_cc.f90,COLM_CC,RRRSAT,67,DOUBLEPRECISION,,(4),False,False,"Total scaled time derivative of `RRRSWA`, including concentration change."
src/contaminant/column/colm_cc.f90,COLM_CC,RRRLS,68,DOUBLEPRECISION,,,False,False,Loose-sediment retardation factor for the current column.
src/contaminant/column/colm_cc.f90,COLM_CC,RRRLSC,69,DOUBLEPRECISION,,,False,False,Dynamic-concentration derivative of `RRRLS`.
src/contaminant/column/colm_cc.f90,COLM_CC,RRRLST,70,DOUBLEPRECISION,,,False,False,Scaled time derivative of `RRRLS`.
src/contaminant/column/colm_cc.f90,COLM_CC,RRRSW,71,DOUBLEPRECISION,,,False,False,Surface-water retardation factor for the current column.
src/contaminant/column/colm_cc.f90,COLM_CC,RRRSWC,72,DOUBLEPRECISION,,,False,False,Dynamic-concentration derivative of `RRRSW`.
src/contaminant/column/colm_cc.f90,COLM_CC,RRRSWT,73,DOUBLEPRECISION,,,False,False,Scaled time derivative of `RRRSW`.
src/contaminant/column/colm_cc.f90,COLM_CC,CCAPA,75,DOUBLEPRECISION,,"(LLEE,4)",False,False,Explicit lateral upwind candidate by subsurface cell and face.
src/contaminant/column/colm_cc.f90,COLM_CC,CCAPAT,76,DOUBLEPRECISION,,"(LLEE,4)",False,False,Scaled time derivative of `CCAPA`; nonzero for implicit bank coupling.
src/contaminant/column/colm_cc.f90,COLM_CC,CCAP,78,DOUBLEPRECISION,,(LLEE),False,False,Updated dynamic-region concentration returned by `COLM`.
src/contaminant/column/colm_cc.f90,COLM_CC,COLCAP,79,DOUBLEPRECISION,,(LLEE),False,False,Prior dynamic-region concentration supplied to `COLM`.
src/contaminant/column/colm_cc.f90,COLM_CC,SCAP,80,DOUBLEPRECISION,,(LLEE),False,False,Updated dead-space-region concentration returned by `COLM`.
src/contaminant/column/colm_cc.f90,COLM_CC,SOLCAP,81,DOUBLEPRECISION,,(LLEE),False,False,Prior dead-space-region concentration supplied to `COLM`.
src/contaminant/column/colm_cc.f90,COLM_CC,EDCAP,83,DOUBLEPRECISION,,(LLEE),False,False,Net dynamic-region source/sink term subtracted in `COLM`.
src/contaminant/column/colm_cc.f90,COLM_CC,EDCAPC,84,DOUBLEPRECISION,,(LLEE),False,False,Dynamic-concentration derivative of `EDCAP`.
src/contaminant/column/colm_cc.f90,COLM_CC,EDCAPT,85,DOUBLEPRECISION,,(LLEE),False,False,Scaled time derivative of `EDCAP`.
src/contaminant/column/colm_cc.f90,COLM_CC,ESCAP,86,DOUBLEPRECISION,,(LLEE),False,False,Net dead-space source/sink term subtracted in `COLM`.
src/contaminant/column/colm_cc.f90,COLM_CC,ESCAPS,87,DOUBLEPRECISION,,(LLEE),False,False,Dead-space-concentration derivative of `ESCAP`.
src/contaminant/column/colm_cc.f90,COLM_CC,ESCAPT,88,DOUBLEPRECISION,,(LLEE),False,False,Scaled time derivative of `ESCAP`.
src/contaminant/column/colm_cc.f90,COLM_CC,ESSCAP,89,DOUBLEPRECISION,,,False,False,Top-cell surface-water/loose-sediment plant-uptake term; uninitialized.
src/contaminant/column/colm_cc.f90,COLM_CC,ESSCPC,90,DOUBLEPRECISION,,,False,False,Dynamic-concentration derivative of `ESSCAP`; uninitialized.
src/contaminant/column/colm_cc.f90,COLM_CC,ESSCPT,91,DOUBLEPRECISION,,,False,False,Scaled time derivative of `ESSCAP`; uninitialized.
src/contaminant/column/colm_cc.f90,COLM_CC,DDOD,93,DOUBLEPRECISION,,(LLEE),False,False,Prior effective longitudinal dispersion divided by `D0`.
src/contaminant/column/colm_cc.f90,COLM_CC,DDOD1,94,DOUBLEPRECISION,,(LLEE),False,False,Current effective longitudinal dispersion divided by `D0`.
src/contaminant/column/colm_cc.f90,COLM_CC,GNERD,96,DOUBLEPRECISION,,(LLEE),False,False,Dynamic-region decay generation passed between successive contaminants.
src/contaminant/column/colm_cc.f90,COLM_CC,GNDSE,97,DOUBLEPRECISION,,(LLEE),False,False,Dead-space decay generation passed between successive contaminants.
src/contaminant/column/colm_cc.f90,COLM_CC,GND2,98,DOUBLEPRECISION,,(LLEE),False,False,Time-derivative component of dynamic-region decay generation.
src/contaminant/column/colm_cc.f90,COLM_CC,GNDSE2,99,DOUBLEPRECISION,,(LLEE),False,False,Time-derivative component of dead-space decay generation.
src/contaminant/column/colm_cc.f90,COLM_CC,AALPSO,101,DOUBLEPRECISION,,(LLEE),False,False,Exchange coefficient between dynamic and dead-space soil regions.
src/contaminant/column/colm_cc.f90,COLM_CC,FFSO,102,DOUBLEPRECISION,,(LLEE),False,False,Fraction of adsorption sites assigned to the dynamic region.
src/contaminant/column/colm_cc.f90,COLM_CC,GGNNSO,103,DOUBLEPRECISION,,(LLEE),False,False,"Active contaminant's Freundlich exponent, repeated by cell."
src/contaminant/column/colm_cc.f90,COLM_CC,KKDSO,104,DOUBLEPRECISION,,(LLEE),False,False,Derived soil distribution coefficient by cell and active contaminant.
src/contaminant/column/colm_cc.f90,COLM_CC,CCPRF,106,DOUBLEPRECISION,,,False,False,Advected base-flux concentration; zero for a fixed-concentration base.
src/contaminant/column/colm_cc.f90,COLM_CC,CCPRFT,107,DOUBLEPRECISION,,,False,False,Scaled time derivative of `CCPRF`; currently always zero.
src/contaminant/column/colm_cc1.f90,COLM_CC1,DLT,44,DOUBLEPRECISION,,(LLEE),False,False,"Coefficient of the next-row dynamic rate, `OME(i+1)`."
src/contaminant/column/colm_cc1.f90,COLM_CC1,ELT,45,DOUBLEPRECISION,,(LLEE),False,False,"Diagonal coefficient of the dynamic rate, `OME(i)`."
src/contaminant/column/colm_cc1.f90,COLM_CC1,ELTSTR,46,DOUBLEPRECISION,,(LLEE),False,False,Nonlinear correction multiplying `OME(i)` in its diagonal.
src/contaminant/column/colm_cc1.f90,COLM_CC1,EPS,47,DOUBLEPRECISION,,(LLEE),False,False,Solved dead-space concentration rate with respect to scaled time.
src/contaminant/column/colm_cc1.f90,COLM_CC1,FLT,48,DOUBLEPRECISION,,(LLEE),False,False,"Coefficient of the previous-row dynamic rate, `OME(i-1)`."
src/contaminant/column/colm_cc1.f90,COLM_CC1,GLT,49,DOUBLEPRECISION,,(LLEE),False,False,Magnitude of the negative `EPS(i)` coupling in the dynamic equation.
src/contaminant/column/colm_cc1.f90,COLM_CC1,OME,50,DOUBLEPRECISION,,(LLEE),False,False,Solved dynamic-region concentration rate with respect to scaled time.
src/contaminant/column/colm_cc1.f90,COLM_CC1,PLT,51,DOUBLEPRECISION,,(LLEE),False,False,"Diagonal coefficient of the dead-space rate, `EPS(i)`."
src/contaminant/column/colm_cc1.f90,COLM_CC1,PLTSTR,52,DOUBLEPRECISION,,(LLEE),False,False,Nonlinear correction multiplying `EPS(i)` in its diagonal.
src/contaminant/column/colm_cc1.f90,COLM_CC1,QLT,53,DOUBLEPRECISION,,(LLEE),False,False,Right-hand side of the dead-space equation.
src/contaminant/column/colm_cc1.f90,COLM_CC1,SLT,54,DOUBLEPRECISION,,(LLEE),False,False,Right-hand side of the dynamic-region equation.
src/contaminant/column/colm_cc1.f90,COLM_CC1,TLT,55,DOUBLEPRECISION,,(LLEE),False,False,Magnitude of the negative `OME(i)` coupling in the dead-space equation.
src/contaminant/column/colm_cg.f90,COLM_CG,JBTLYR,61,INTEGER,,(NELEE),False,False,Unused legacy bottom-soil-layer index by element.
src/contaminant/column/colm_cg.f90,COLM_CG,NCOLMB,62,INTEGER,,(NELEE),False,False,Bottom active contaminant cell by non-link element.
src/contaminant/column/colm_cg.f90,COLM_CG,ZCOLMB,64,DOUBLEPRECISION,,(NELEE),False,False,Elevation of each non-link element's column base (m).
src/contaminant/column/colm_cg.f90,COLM_CG,SCL,66,DOUBLEPRECISION,,,False,False,"Integer-overlap conversion factor, `1/32500`."
src/contaminant/column/colm_cg.f90,COLM_CG,OODO,67,DOUBLEPRECISION,,,False,False,"Reciprocal reference dispersion coefficient, `1/D0` (s/m2)."
src/contaminant/column/colm_cg.f90,COLM_CG,JKZCOL,69,INTEGER,"DIMENSION(:, :, :), ALLOCATABLE","(:, :, :)",False,False,Inactive setup-only lateral-transmissivity weights.
src/contaminant/column/colm_cg.f90,COLM_CG,JOLFN,70,INTEGER,"DIMENSION(:, :, :), ALLOCATABLE","(:, :, :)",False,False,Setup-only overlap shares encoded on a 32500 scale.
src/contaminant/column/colm_cg.f90,COLM_CG,NOL,71,INTEGER,"DIMENSION(:, :), ALLOCATABLE","(:, :)",False,False,Number of overlap records by element and face.
src/contaminant/column/colm_cg.f90,COLM_CG,NOLBT,72,INTEGER,"DIMENSION(:, :, :), ALLOCATABLE","(:, :, :)",False,False,"First overlap record by element, local cell, and face."
src/contaminant/column/colm_cg.f90,COLM_CG,NOLCE,73,INTEGER,"DIMENSION(:, :, :), ALLOCATABLE","(:, :, :)",False,False,"Local cell index by element, overlap record, and face."
src/contaminant/column/colm_cg.f90,COLM_CG,NOLCEA,74,INTEGER,"DIMENSION(:, :, :), ALLOCATABLE","(:, :, :)",False,False,"Adjacent cell index by element, overlap record, and face."
src/contaminant/column/colm_cg.f90,COLM_CG,WELDRA,76,DOUBLEPRECISION,,(LLEE),False,False,Current column's signed VSS well-flow flux by cell (m/s).
src/contaminant/column/colm_co.f90,COLM_CO,DSWO,76,DOUBLEPRECISION,"DIMENSION(:), ALLOCATABLE",(:),False,False,Previous surface-water depth above ground by non-link column (m).
src/contaminant/column/colm_co.f90,COLM_CO,QIO,77,DOUBLEPRECISION,"DIMENSION(:), ALLOCATABLE",(:),False,False,Previous net-precipitation flow; downward input is negative (m3/s).
